CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
54122000,LANGDON CT,LINCOLN BLVD,,,,LINCOLN BLVD intersection,,20178
54123000,LANGDON CT,END,,,,END intersection,,20180
24290000,LANGTON ST,HOWARD ST,,,,HOWARD ST intersection,,20181
24274000,LANGTON ST,FOLSOM ST,,,,FOLSOM ST intersection,,20183
24250000,LANGTON ST,DECKER ALY,,,,DECKER ALY intersection,,20185
24251000,LANGTON ST,HARRISON ST,,,,HARRISON ST intersection,,20187
50003000,LANGTON ST,END,,,,END intersection,,20189
23876000,LANGTON ST,BRYANT ST,,,,BRYANT ST intersection,,20190
50057000,LANGTON ST,END,,,,END intersection,,20192
22825000,LANSDALE AVE,JUANITA WAY,,,,JUANITA WAY intersection,,20193
28162000,LANSDALE AVE,DALEWOOD WAY \ LUDLOW ALY,,,,DALEWOOD WAY \ LUDLOW ALY intersection,,20195
32995000,LANSDALE AVE,BENGAL ALY,,,,BENGAL ALY intersection,,20197
22823000,LANSDALE AVE,CASITAS AVE,,,,CASITAS AVE intersection,,20199
28163000,LANSDALE AVE,ROBINHOOD DR,,,,ROBINHOOD DR intersection,,20201
32990000,LANSDALE AVE,GLOBE ALY,,,,GLOBE ALY intersection,,20203
22401000,LANSDALE AVE,ROBINHOOD DR,,,,ROBINHOOD DR intersection,,20205
22402000,LANSDALE AVE,DALEWOOD WAY \ MYRA WAY \ SHERWOOD CT,,,,DALEWOOD WAY \ MYRA WAY \ SHERWOOD CT intersection,,20207
24499000,LANSING ST,01ST ST,,,,01ST ST intersection,,20208
24521000,LANSING ST,GUY PL,,,,GUY PL intersection,,20210
24520000,LANSING ST,ESSEX ST,,,,ESSEX ST intersection,,20212
21370000,LAPHAM WAY,CHICAGO WAY \ LINDA VISTA STPS,,,,CHICAGO WAY \ LINDA VISTA STPS intersection,,20213
21366000,LAPHAM WAY,ROBINSON DR,,,,ROBINSON DR intersection,,20215
21364000,LAPHAM WAY,ROBINSON DR,,,,ROBINSON DR intersection,,20217
51026000,LAPHAM WAY,END,,,,END intersection,,20219
24161000,LAPIDGE ST,18TH ST,,,,18TH ST intersection,,20220
24162000,LAPIDGE ST,19TH ST,,,,19TH ST intersection,,20222
24579000,LAPU-LAPU ST,HARRISON ST,,,,HARRISON ST intersection,,20223
24580000,LAPU-LAPU ST,RIZAL ST,,,,RIZAL ST intersection,,20225
24581000,LAPU-LAPU ST,BONIFACIO ST,,,,BONIFACIO ST intersection,,20227
25183000,LARCH ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,20228
25187000,LARCH ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,20230
54181000,LARCH ST,LAGUNA ST,,,,LAGUNA ST intersection,,20231
50324000,LARCH ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,20233
30745000,LARKIN ST,09TH ST \ MARKET ST,,,,09TH ST \ MARKET ST intersection,,20234
30744000,LARKIN ST,HAYES ST,,,,HAYES ST intersection,,20236
24434000,LARKIN ST,GROVE ST,,,,GROVE ST intersection,,20238
24435000,LARKIN ST,FULTON ST,,,,FULTON ST intersection,,20240
24439000,LARKIN ST,MCALLISTER ST,,,,MCALLISTER ST intersection,,20242
24440000,LARKIN ST,GOLDEN GATE AVE,,,,GOLDEN GATE AVE intersection,,20244
25147000,LARKIN ST,TURK ST,,,,TURK ST intersection,,20246
25148000,LARKIN ST,EDDY ST,,,,EDDY ST intersection,,20248
25150000,LARKIN ST,WILLOW ST,,,,WILLOW ST intersection,,20250
25149000,LARKIN ST,ELLIS ST,,,,ELLIS ST intersection,,20252
25151000,LARKIN ST,OLIVE ST,,,,OLIVE ST intersection,,20254
25152000,LARKIN ST,OFARRELL ST,,,,OFARRELL ST intersection,,20256
25171000,LARKIN ST,MYRTLE ST,,,,MYRTLE ST intersection,,20258
25170000,LARKIN ST,GEARY ST,,,,GEARY ST intersection,,20260
25172000,LARKIN ST,CEDAR ST,,,,CEDAR ST intersection,,20262
25167000,LARKIN ST,POST ST,,,,POST ST intersection,,20264
25173000,LARKIN ST,HEMLOCK ST,,,,HEMLOCK ST intersection,,20266
25202000,LARKIN ST,SUTTER ST,,,,SUTTER ST intersection,,20268
25203000,LARKIN ST,FERN ST,,,,FERN ST intersection,,20270
25204000,LARKIN ST,BUSH ST,,,,BUSH ST intersection,,20272
25205000,LARKIN ST,FRANK NORRIS ST,,,,FRANK NORRIS ST intersection,,20274
25206000,LARKIN ST,PINE ST,,,,PINE ST intersection,,20276
25294000,LARKIN ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,20278
25296000,LARKIN ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,20280
25297000,LARKIN ST,CLAY ST,,,,CLAY ST intersection,,20282
25299000,LARKIN ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,20284
25300000,LARKIN ST,JACKSON ST,,,,JACKSON ST intersection,,20286
25305000,LARKIN ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,20288
25308000,LARKIN ST,BROADWAY \ ROBERT C LEVY TUNL,,,,BROADWAY \ ROBERT C LEVY TUNL intersection,,20290
25312000,LARKIN ST,VALLEJO ST,,,,VALLEJO ST intersection,,20292
25314000,LARKIN ST,GREEN ST,,,,GREEN ST intersection,,20294
25559000,LARKIN ST,ROCKLAND ST,,,,ROCKLAND ST intersection,,20296
25549000,LARKIN ST,UNION ST,,,,UNION ST intersection,,20298
25561000,LARKIN ST,FILBERT ST,,,,FILBERT ST intersection,,20300
25557000,LARKIN ST,GREENWICH ST,,,,GREENWICH ST intersection,,20302
25566000,LARKIN ST,LOMBARD ST,,,,LOMBARD ST intersection,,20304
25567000,LARKIN ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,20306
25581000,LARKIN ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,20308
50368000,LARKIN ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,20310
25583000,LARKIN ST,BAY ST,,,,BAY ST intersection,,20312
25589000,LARKIN ST,NORTH POINT ST,,,,NORTH POINT ST intersection,,20314
25586000,LARKIN ST,BEACH ST,,,,BEACH ST intersection,,20316
34011000,LAS VILLAS CT,NEWCOMB AVE,,,,NEWCOMB AVE intersection,,20317
34010000,LAS VILLAS CT,LA SALLE AVE,,,,LA SALLE AVE intersection,,20319
24314000,LASKIE ST,MISSION ST,,,,MISSION ST intersection,,20320
50045000,LASKIE ST,END,,,,END intersection,,20322
33017000,LASSEN ALY,TERESITA BLVD,,,,TERESITA BLVD intersection,,20323
50659000,LASSEN ALY,END,,,,END intersection,,20325
20288000,LATHROP AVE,TUNNEL AVE,,,,TUNNEL AVE intersection,,20326
20284000,LATHROP AVE,WHEELER AVE,,,,WHEELER AVE intersection,,20328
20281000,LATHROP AVE,PENINSULA AVE,,,,PENINSULA AVE intersection,,20330
20273000,LATHROP AVE,TOCOLOMA AVE,,,,TOCOLOMA AVE intersection,,20332
20272000,LATHROP AVE,NUEVA AVE,,,,NUEVA AVE intersection,,20334
20267000,LATHROP AVE,GILLETTE AVE,,,,GILLETTE AVE intersection,,20336
50834000,LATHROP AVE,END,,,,END intersection,,20338
20514000,LATONA ST,BAY VIEW ST,,,,BAY VIEW ST intersection,,20339
20513000,LATONA ST,THORNTON AVE,,,,THORNTON AVE intersection,,20341
21548000,LAURA ST,MISSION ST,,,,MISSION ST intersection,,20342
21556000,LAURA ST,HURON AVE,,,,HURON AVE intersection,,20344
21577000,LAURA ST,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,20346
33544000,LAUREL ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,20347
26923000,LAUREL ST,JACKSON ST,,,,JACKSON ST intersection,,20349
26922000,LAUREL ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,20351
26921000,LAUREL ST,CLAY ST,,,,CLAY ST intersection,,20353
26918000,LAUREL ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,20355
26920000,LAUREL ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,20357
26919000,LAUREL ST,MAYFAIR DR,,,,MAYFAIR DR intersection,,20359
26911000,LAUREL ST,EUCLID AVE,,,,EUCLID AVE intersection,,20361
26906000,LAUREL ST,LUPINE AVE,,,,LUPINE AVE intersection,,20363
35023000,LAUREN CT,MARY TERESA ST,,,,MARY TERESA ST intersection,,20364
35021000,LAUREN CT,MEGAN DR,,,,MEGAN DR intersection,,20366
35024000,LAUREN CT,HESTER AVE,,,,HESTER AVE intersection,,20368
25891000,LAUSSAT ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,20369
25896000,LAUSSAT ST,WEBSTER ST,,,,WEBSTER ST intersection,,20371
25904000,LAUSSAT ST,FILLMORE ST,,,,FILLMORE ST intersection,,20372
25992000,LAUSSAT ST,STEINER ST,,,,STEINER ST intersection,,20374
21551000,LAWRENCE AVE,MISSION ST,,,,MISSION ST intersection,,20375
21553000,LAWRENCE AVE,HURON AVE,,,,HURON AVE intersection,,20377
21580000,LAWRENCE AVE,SEARS ST,,,,SEARS ST intersection,,20379
21579000,LAWRENCE AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,20381
21588000,LAWRENCE AVE,DE WOLF ST,,,,DE WOLF ST intersection,,20383
51114000,LAWRENCE AVE,END,,,,END intersection,,20385
51111000,LAWRENCE AVE,END,,,,END intersection,,20386
21597000,LAWRENCE AVE,SADOWA ST \ SAN JOSE AVE,,,,SADOWA ST \ SAN JOSE AVE intersection,,20388
27104000,LAWTON ST,07TH AVE \ WARREN DR,,,,07TH AVE \ WARREN DR intersection,,20389
27105000,LAWTON ST,08TH AVE,,,,08TH AVE intersection,,20391
32840000,LAWTON ST,AUTO DR,,,,AUTO DR intersection,,20393
27109000,LAWTON ST,09TH AVE,,,,09TH AVE intersection,,20395
27110000,LAWTON ST,10TH AVE,,,,10TH AVE intersection,,20397
27128000,LAWTON ST,11TH AVE,,,,11TH AVE intersection,,20399
27130000,LAWTON ST,12TH AVE,,,,12TH AVE intersection,,20401
27162000,LAWTON ST,FUNSTON AVE,,,,FUNSTON AVE intersection,,20403
27165000,LAWTON ST,15TH AVE,,,,15TH AVE intersection,,20405
27349000,LAWTON ST,15TH AVE \ LOMITA AVE,,,,15TH AVE \ LOMITA AVE intersection,,20407
27350000,LAWTON ST,16TH AVE,,,,16TH AVE intersection,,20409
27327000,LAWTON ST,16TH AVE,,,,16TH AVE intersection,,20410
27331000,LAWTON ST,17TH AVE,,,,17TH AVE intersection,,20412
27332000,LAWTON ST,18TH AVE,,,,18TH AVE intersection,,20415
27343000,LAWTON ST,19TH AVE,,,,19TH AVE intersection,,20418
27345000,LAWTON ST,20TH AVE,,,,20TH AVE intersection,,20420
27346000,LAWTON ST,21ST AVE,,,,21ST AVE intersection,,20422
27387000,LAWTON ST,22ND AVE,,,,22ND AVE intersection,,20424
27388000,LAWTON ST,23RD AVE,,,,23RD AVE intersection,,20426
27391000,LAWTON ST,24TH AVE,,,,24TH AVE intersection,,20428
27392000,LAWTON ST,25TH AVE,,,,25TH AVE intersection,,20430
27403000,LAWTON ST,26TH AVE,,,,26TH AVE intersection,,20432
27404000,LAWTON ST,27TH AVE,,,,27TH AVE intersection,,20434
27407000,LAWTON ST,28TH AVE,,,,28TH AVE intersection,,20436
27408000,LAWTON ST,29TH AVE,,,,29TH AVE intersection,,20438
27683000,LAWTON ST,30TH AVE,,,,30TH AVE intersection,,20440
27684000,LAWTON ST,31ST AVE,,,,31ST AVE intersection,,20442
27687000,LAWTON ST,32ND AVE,,,,32ND AVE intersection,,20444
27688000,LAWTON ST,33RD AVE,,,,33RD AVE intersection,,20446
27701000,LAWTON ST,34TH AVE,,,,34TH AVE intersection,,20448
27702000,LAWTON ST,35TH AVE,,,,35TH AVE intersection,,20450
27706000,LAWTON ST,36TH AVE,,,,36TH AVE intersection,,20452
27707000,LAWTON ST,SUNSET BLVD,,,,SUNSET BLVD intersection,,20454
